fco,epsco,D,L,ff,Ef,tf,epscu
36.6,0.31,152,200,2663,116.0,2.56,3.8
47.3,0.19,152,315,230,13.6,0.191,3.04
119.3,0.3,194,450,2390,125.7,0.338,0.58
29.6,0.31,70,450,2900,118.0,0.286,3.39
49.4,0.2,152,200,2930,99.0,0.095,3.22
102.2,0.3,105,457,2663,128.5,2.56,4.6
78.0,0.3,194,315,2390,115.2,1.2,4.78
35.4,0.35,152,457,2390,118.0,0.4,1.29
36.6,0.45,152,300,230,115.2,0.572,1.56
106.0,0.21,152,315,3732,116.0,0.572,2.81
83.0,0.31,105,762,2900,116.0,3.86,1.56
82.4,0.46,105,457,2060,118.0,0.286,0.47
39.0,0.31,100,300,2060,120.0,0.6,1.47
35.5,0.26,70,450,2060,128.5,0.072,0.46
82.4,0.25,152,152,2900,120.0,0.338,1.89
82.4,0.25,105,210,230,116.0,0.057,0.53
77.0,0.21,152,582,230,128.5,0.072,1.0
50.64,0.46,100,200,2390,115.2,1.27,3.39
101.18,0.26,150,315,3732,116.0,0.6,0.39
107.3,0.34,105,762,2900,13.6,0.338,2.77
49.6,0.3,105,315,2900,118.0,0.4,1.75
77.0,0.26,194,582,2390,99.0,0.8,3.1
39.0,0.31,100,762,2900,99.0,0.572,2.3
102.2,0.35,105,152,2060,99.0,0.338,2.23
39.2,0.29,194,152,230,120.0,1.27,0.71
109.8,0.2,152,200,3732,120.0,0.286,1.25
80.5,0.29,100,315,3732,128.5,0.9,2.31
102.2,0.25,152,300,3732,99.0,0.143,0.58
29.6,0.34,100,457,2930,99.0,0.4,0.78
102.2,0.33,100,300,230,99.0,0.191,1.49
35.4,0.2,100,582,230,115.2,0.858,4.6
109.8,0.23,152,305,2930,116.0,0.6,0.45
82.4,0.46,194,582,230,99.0,0.072,3.68
77.0,0.35,152,152,2663,128.5,0.143,0.39
78.5,0.45,194,457,2390,99.0,1.2,0.6
109.8,0.45,100,450,3732,118.0,0.338,0.82
77.9,0.24,150,762,2390,128.5,0.338,0.37
78.5,0.46,70,582,2900,116.0,0.286,0.45
47.3,0.46,100,582,2663,118.0,1.2,2.96
102.0,0.31,70,152,3732,13.6,0.3,1.45
35.5,0.2,152,305,2060,125.7,0.191,1.06
102.2,0.33,152,457,2390,120.0,0.2,3.18
100.0,0.27,70,315,2390,118.0,0.191,1.96
51.1,0.25,150,152,2060,120.0,0.286,2.38
78.5,0.29,70,457,2663,125.7,0.8,1.11
79.6,0.45,150,300,3732,13.6,0.9,2.12
106.0,0.46,150,582,3732,99.0,0.169,3.18
100.0,0.35,152,315,2060,118.0,0.286,2.01
35.4,0.21,150,305,2390,128.5,0.858,1.61
46.43,0.29,100,450,230,128.5,0.9,1.11
49.4,0.46,105,210,2390,99.0,0.8,0.54
100.0,0.27,105,457,3732,13.6,0.6,1.67
29.6,0.33,150,305,2663,13.6,1.27,0.51
39.0,0.2,194,762,2390,128.5,2.56,2.32
28.79,0.23,152,762,3732,13.6,0.191,1.89
106.0,0.2,100,305,230,13.6,0.8,2.11
104.5,0.19,100,305,230,125.7,0.858,1.65
74.0,0.25,194,152,2663,116.0,0.057,0.37
82.4,0.3,150,210,2060,125.7,1.2,0.38
50.64,0.25,152,450,3732,128.5,0.8,0.6
110.2,0.24,70,582,2663,125.7,1.2,3.01
46.43,0.31,150,210,2900,13.6,0.9,2.98
80.5,0.33,152,152,2663,116.0,0.572,1.11
79.6,0.21,150,200,2060,115.2,0.6,3.55
119.3,0.31,70,200,2930,118.0,0.2,2.18
102.2,0.25,70,200,2663,13.6,3.86,0.54
84.9,0.2,152,210,2900,128.5,0.572,1.47
80.5,0.31,70,450,2900,125.7,3.86,0.51
101.18,0.24,152,305,2663,125.7,3.86,1.63
106.0,0.2,150,210,2930,118.0,0.338,1.65
82.4,0.26,194,200,2390,115.2,0.057,2.6
77.2,0.31,70,305,2060,13.6,0.2,2.31
101.18,0.2,105,200,2900,99.0,0.095,3.22
77.9,0.46,150,300,3732,116.0,0.286,2.21
77.2,0.35,194,582,2900,128.5,0.095,3.39
39.0,0.2,100,450,2060,128.5,0.9,0.51
28.79,0.2,105,457,3732,125.7,0.507,2.98
102.2,0.23,100,152,2900,118.0,0.143,1.58
35.4,0.3,70,450,2900,120.0,0.072,0.88
101.18,0.19,152,210,2390,116.0,0.3,1.02
55.2,0.29,150,200,3732,128.5,1.2,3.37
35.5,0.25,100,450,2663,13.6,0.8,0.54
55.2,0.46,70,300,230,99.0,0.095,0.91
77.9,0.23,152,300,3732,99.0,0.4,1.09
80.5,0.29,152,305,2900,116.0,0.057,0.53
77.9,0.25,150,300,2390,118.0,0.507,3.22
46.43,0.2,100,300,2390,120.0,0.169,1.67
102.0,0.27,150,200,2390,120.0,0.572,3.68
35.5,0.26,152,200,2663,125.7,0.6,3.48
49.4,0.31,100,300,2390,99.0,0.286,3.8
80.5,0.25,70,450,230,118.0,0.507,3.47
57.5,0.31,70,210,3732,115.2,0.6,3.48
83.0,0.31,70,300,2663,99.0,0.6,3.01
83.0,0.3,100,305,2900,125.7,0.143,1.06
78.0,0.31,70,315,2390,13.6,0.143,0.53
110.1,0.23,194,300,2663,118.0,0.057,2.3
49.6,0.27,100,457,3732,120.0,0.507,3.1
37.0,0.25,70,457,2060,125.7,0.057,2.6
46.43,0.26,100,582,2900,128.5,0.338,3.21
35.5,0.35,70,152,2060,128.5,0.191,3.5
39.2,0.35,70,200,3732,13.6,0.8,4.6
82.4,0.26,150,305,3732,118.0,1.2,2.21
85.9,0.26,100,200,2060,120.0,0.6,2.23
35.4,0.25,152,300,2060,116.0,0.507,3.11
100.0,0.21,150,200,2663,128.5,0.8,3.47
39.0,0.27,70,305,2390,116.0,0.9,1.43
49.4,0.2,105,450,3732,99.0,0.9,1.97
36.6,0.27,70,450,3732,99.0,0.8,1.15
47.3,0.33,100,305,2900,125.7,0.8,1.71
83.0,0.33,152,210,2900,116.0,0.169,3.41
110.1,0.45,152,152,230,115.2,0.572,1.43
43.0,0.25,100,762,2060,13.6,0.6,2.18
102.2,0.19,152,300,2060,120.0,0.4,0.45
78.5,0.3,152,305,2900,120.0,2.56,3.17
78.0,0.21,70,762,3732,125.7,0.4,0.42
119.3,0.3,194,315,3732,13.6,0.286,0.47
83.0,0.35,152,582,2390,99.0,0.3,2.11
39.0,0.23,100,762,2930,115.2,0.143,3.15
109.8,0.34,100,582,2060,115.2,0.572,0.52
49.6,0.34,152,315,2060,125.7,0.3,0.88
34.0,0.26,194,315,2060,99.0,0.072,0.88
101.18,0.35,100,305,2663,118.0,0.338,1.75
104.5,0.23,150,582,2390,116.0,1.2,2.06
110.2,0.25,70,582,2663,118.0,0.2,0.38
83.0,0.27,152,457,3732,116.0,0.143,3.31
104.5,0.45,152,315,2060,13.6,0.143,0.52
74.0,0.27,100,457,2900,128.5,0.286,3.18
35.5,0.31,150,152,2663,116.0,0.507,2.07
104.5,0.34,152,300,2930,128.5,0.143,1.71
49.6,0.2,100,450,2390,115.2,0.2,3.1
114.7,0.26,105,315,2663,115.2,0.572,0.42
100.0,0.24,152,457,2900,118.0,0.9,1.62
101.18,0.21,194,582,2663,125.7,0.507,3.48
101.18,0.24,152,300,2060,115.2,0.072,1.61
49.4,0.19,100,582,2930,118.0,0.191,2.86
77.2,0.26,194,450,2390,116.0,0.572,1.08
28.79,0.24,152,450,3732,116.0,1.2,1.9
107.3,0.33,100,315,2663,128.5,1.27,1.9
46.43,0.45,70,450,2663,115.2,0.6,1.7
36.6,0.45,100,200,2390,128.5,1.27,0.37
83.0,0.2,100,457,2060,13.6,0.9,1.58
80.5,0.25,150,305,3732,120.0,0.9,2.49
36.6,0.28,194,152,230,13.6,1.27,1.56
80.5,0.27,70,315,2900,99.0,0.286,0.38
100.0,0.34,152,582,2390,116.0,0.191,2.07
43.0,0.2,100,200,2663,115.2,0.191,2.48
83.6,0.33,100,315,2900,128.5,0.286,3.31
104.5,0.45,100,200,2930,128.5,0.338,0.38
77.2,0.19,105,457,2390,115.2,0.858,2.32
84.9,0.34,100,300,3732,120.0,1.2,3.37
77.2,0.34,105,300,2900,128.5,1.27,0.52
77.2,0.45,194,582,3732,120.0,0.9,1.85
35.5,0.3,70,457,2390,99.0,0.6,0.91
35.5,0.31,152,210,2390,115.2,3.86,1.61
28.79,0.21,152,315,2663,116.0,0.8,1.71
102.0,0.24,105,200,2930,118.0,2.56,2.47
29.6,0.26,152,305,2663,118.0,0.4,3.68
107.3,0.23,100,457,3732,128.5,0.2,0.6
50.64,0.21,152,152,2663,118.0,0.6,2.05
34.0,0.25,105,200,2390,120.0,0.286,2.3
28.79,0.25,152,457,2060,118.0,1.2,2.33
43.0,0.3,105,762,2900,13.6,0.6,3.55
74.0,0.25,194,315,2663,125.7,0.8,3.45
102.2,0.21,100,152,2060,125.7,0.169,0.51
37.0,0.21,150,305,2663,116.0,1.2,0.6
43.0,0.26,70,210,2900,13.6,0.057,3.55
119.3,0.34,105,582,2060,118.0,0.338,3.21
85.9,0.2,152,315,2663,125.7,0.286,3.1
57.5,0.23,152,315,3732,120.0,0.3,2.12
78.5,0.33,100,300,2060,118.0,2.56,0.53
50.64,0.27,150,457,2060,128.5,1.2,1.95
83.6,0.46,194,305,2390,13.6,0.286,2.53
119.3,0.27,105,152,2663,125.7,1.2,0.95
110.2,0.46,152,450,2060,125.7,0.169,1.62
109.8,0.26,150,152,2900,13.6,1.2,0.4
37.0,0.45,152,315,2390,115.2,3.86,2.2
82.4,0.33,152,762,2663,116.0,1.27,3.8
104.5,0.19,152,210,2900,115.2,0.095,0.53
29.6,0.27,100,582,2060,99.0,0.507,1.85
29.6,0.21,70,305,3732,13.6,0.572,0.89
39.0,0.25,105,315,2390,125.7,0.072,1.17
35.5,0.46,100,152,2663,120.0,0.4,0.51
102.2,0.19,105,305,230,120.0,0.072,2.01
37.2,0.26,194,200,2930,118.0,0.286,0.6
46.43,0.25,152,300,2663,118.0,0.6,0.71
37.0,0.31,194,457,2663,125.7,0.286,0.71
47.3,0.2,152,315,2390,99.0,0.4,3.1
51.1,0.29,152,200,2390,118.0,3.86,2.12
78.5,0.3,150,450,3732,13.6,0.6,3.1
109.8,0.2,100,200,2060,118.0,0.9,1.58
55.2,0.24,194,450,2390,120.0,0.858,1.4
104.5,0.24,70,450,2930,120.0,0.8,2.18
77.9,0.25,152,210,2390,118.0,0.072,2.18
79.6,0.46,100,152,230,116.0,0.3,2.98
100.0,0.25,150,210,2390,116.0,0.057,3.21
47.3,0.24,194,457,2663,118.0,0.169,2.33
77.0,0.21,100,315,2900,118.0,0.8,0.63
110.1,0.35,70,315,2390,13.6,0.2,1.87
36.6,0.46,100,300,2900,128.5,0.057,1.58
36.6,0.34,105,305,2900,128.5,0.169,3.8
80.5,0.46,152,762,2060,116.0,0.095,1.15
28.79,0.27,70,200,230,13.6,0.191,0.46
50.64,0.33,100,200,2060,115.2,0.858,1.45
85.9,0.19,105,200,2930,128.5,0.095,1.71
107.3,0.26,70,762,3732,115.2,0.286,0.93
104.5,0.34,100,582,2930,118.0,0.4,1.11
82.4,0.27,100,152,2060,125.7,1.2,1.06
77.9,0.23,105,152,2390,116.0,1.27,1.3
85.9,0.28,152,200,3732,116.0,0.286,3.15
29.6,0.27,152,457,2390,116.0,0.507,0.46
37.2,0.33,100,210,2390,118.0,0.095,0.51
35.4,0.46,194,450,2930,125.7,2.56,3.48
78.5,0.46,70,582,2930,116.0,0.2,1.65
51.1,0.21,100,582,2390,13.6,0.191,3.73
110.1,0.45,194,315,3732,120.0,2.56,0.93
102.2,0.26,194,762,2900,125.7,0.191,3.01
39.0,0.31,194,210,2663,118.0,0.169,4.78
106.0,0.23,70,210,2060,118.0,0.6,0.95
34.0,0.35,105,457,2390,116.0,0.057,2.06
43.0,0.21,70,300,3732,128.5,1.2,1.4
77.2,0.26,105,582,2390,125.7,0.6,1.43
46.43,0.21,150,450,2930,115.2,0.507,1.63
46.43,0.19,105,200,2060,125.7,0.572,1.44
102.0,0.23,105,457,2390,118.0,0.6,0.94
43.0,0.35,152,457,2390,118.0,0.858,3.73
78.0,0.29,152,762,3732,118.0,3.86,0.93
77.9,0.3,150,152,2900,125.7,0.169,2.81
85.9,0.2,100,200,2060,115.2,0.143,1.29
79.6,0.35,152,200,3732,128.5,0.858,3.18
49.6,0.27,152,300,230,116.0,0.9,1.3
85.9,0.27,194,762,2900,125.7,0.2,3.39
109.8,0.34,152,582,2390,125.7,0.858,2.53
106.0,0.29,152,200,2390,120.0,2.56,0.38
100.0,0.21,194,582,2060,99.0,1.27,0.93
57.5,0.2,70,582,2060,128.5,0.057,1.78
102.2,0.35,70,582,2663,128.5,1.27,0.89
47.3,0.34,105,450,2390,128.5,0.057,1.06
74.0,0.21,70,762,230,115.2,0.8,0.95
35.4,0.31,105,457,2390,99.0,0.286,3.1
78.5,0.46,194,152,2390,116.0,0.3,2.89
35.5,0.19,100,305,2390,128.5,0.572,1.66
28.79,0.25,70,200,2900,125.7,0.8,0.47
28.79,0.34,100,300,2900,125.7,0.143,1.29
102.2,0.27,100,200,2663,128.5,2.56,3.68
83.0,0.23,100,450,2390,116.0,1.2,3.5
77.2,0.2,194,200,230,13.6,0.858,1.45
100.0,0.35,70,305,2900,118.0,1.2,2.06
37.2,0.26,152,200,2060,115.2,0.3,1.88
34.0,0.27,194,315,2060,13.6,0.143,2.2
106.0,0.31,100,152,2390,125.7,0.6,1.58
110.1,0.31,100,200,2900,116.0,0.6,0.89
109.8,0.24,150,305,3732,99.0,0.095,2.98
74.0,0.2,100,300,2900,115.2,0.572,2.6
110.1,0.24,150,305,2390,99.0,0.572,1.06
49.6,0.2,100,300,230,118.0,0.072,3.5
50.64,0.31,152,210,2060,115.2,0.9,3.48
49.4,0.23,194,210,3732,128.5,2.56,0.4
110.1,0.33,70,300,2930,118.0,0.6,3.48
28.79,0.23,152,315,2663,128.5,2.56,3.15
49.6,0.31,105,200,2390,120.0,0.6,1.11
50.64,0.2,150,315,2390,116.0,0.9,2.07
28.79,0.23,105,200,2663,125.7,0.8,0.38
37.2,0.29,100,210,2900,116.0,0.8,3.15
55.2,0.26,105,305,2663,120.0,0.072,2.77
104.5,0.27,100,315,2390,118.0,0.338,0.93
49.4,0.46,100,762,2060,128.5,0.191,1.56
55.2,0.45,152,300,2060,116.0,0.4,1.56
77.2,0.34,105,305,2060,13.6,0.6,2.2
39.2,0.45,70,450,2663,128.5,0.286,3.17
47.3,0.29,100,582,2390,13.6,0.6,0.94
43.0,0.21,70,457,2663,115.2,0.286,2.3
50.64,0.25,152,152,3732,120.0,0.572,1.97
50.64,0.2,152,450,2390,128.5,0.9,2.21
85.9,0.3,152,300,230,115.2,1.27,3.8
106.0,0.35,194,300,3732,99.0,0.143,2.18
35.4,0.28,100,210,230,99.0,3.86,2.01
102.0,0.2,100,300,2060,13.6,0.338,0.47
35.4,0.29,100,305,2930,125.7,0.191,3.21
35.4,0.31,100,152,2900,120.0,1.27,1.08
100.0,0.24,152,457,2390,120.0,1.27,0.88
84.9,0.21,100,457,2930,116.0,0.057,0.51
50.64,0.27,105,315,2663,125.7,1.2,0.52
29.6,0.2,194,300,2390,128.5,0.2,2.98
104.5,0.46,100,152,230,120.0,0.286,0.6
83.0,0.21,152,152,2663,128.5,0.9,3.15
114.7,0.2,150,200,2663,99.0,0.286,1.09
43.0,0.26,152,210,3732,125.7,0.858,1.0
82.4,0.25,105,582,2930,128.5,0.507,1.06
85.9,0.27,150,315,2900,118.0,0.072,2.98
83.0,0.26,152,457,2930,118.0,0.286,0.46
82.4,0.34,105,305,230,116.0,0.2,2.09
50.64,0.46,105,210,3732,99.0,0.072,3.55
28.79,0.21,152,305,2060,99.0,0.057,2.2
102.0,0.33,152,210,230,13.6,0.4,2.86
35.5,0.35,194,305,2663,13.6,0.3,1.06
34.0,0.31,152,582,3732,118.0,1.2,2.47
37.2,0.31,100,152,2060,115.2,0.072,2.96
110.1,0.45,194,152,2930,120.0,0.072,1.49
37.2,0.26,100,457,2663,99.0,0.169,1.29
104.5,0.33,152,200,2060,118.0,0.095,1.25
119.3,0.21,152,315,2060,99.0,0.338,1.4
47.3,0.27,150,300,2060,115.2,2.56,2.48
114.7,0.23,70,152,2390,115.2,0.095,0.78
85.9,0.29,152,762,2663,116.0,1.2,3.37
43.0,0.2,152,315,2060,118.0,0.4,3.15
34.0,0.26,70,200,2060,128.5,0.286,3.4
109.8,0.34,70,300,2663,13.6,0.338,3.17
114.7,0.3,105,300,2060,118.0,0.4,3.22
35.4,0.24,100,315,2900,99.0,0.072,2.06
83.6,0.24,150,152,3732,99.0,0.4,0.45
47.3,0.3,150,305,2900,99.0,3.86,0.39
109.8,0.24,194,305,3732,120.0,0.095,0.6
35.4,0.24,100,305,2663,115.2,0.3,3.73
49.4,0.27,100,210,3732,13.6,0.6,0.53
119.3,0.2,194,200,2060,116.0,0.095,3.55
37.2,0.45,152,582,2930,13.6,0.4,2.47
36.6,0.46,150,305,2930,120.0,0.338,1.17
43.0,0.31,152,152,2390,116.0,0.169,1.64
80.5,0.24,150,450,3732,13.6,0.072,1.63
101.18,0.19,100,305,2930,125.7,0.095,3.21
37.0,0.46,100,200,2900,116.0,0.572,4.78
85.9,0.31,70,200,2663,115.2,0.191,2.53
29.6,0.21,152,457,2390,13.6,0.169,0.45
55.2,0.3,150,300,3732,13.6,0.8,0.36
107.3,0.35,105,450,2900,13.6,0.072,2.2
107.3,0.2,105,300,2663,120.0,0.9,2.38
78.0,0.35,70,762,3732,120.0,0.4,3.73
49.6,0.46,70,582,2060,99.0,0.6,2.31
50.64,0.25,105,315,3732,115.2,0.8,3.5
35.4,0.2,152,457,2663,99.0,1.2,1.61
84.9,0.46,105,152,2663,125.7,0.057,2.06
114.7,0.25,105,152,2900,99.0,3.86,0.42
106.0,0.19,70,305,3732,115.2,0.191,1.56
77.9,0.27,150,762,2390,125.7,0.095,0.95
107.3,0.3,105,582,3732,99.0,0.6,1.65
49.4,0.23,194,305,2390,13.6,0.191,2.95
39.2,0.35,150,200,2930,99.0,0.6,2.05
83.6,0.28,150,305,2663,115.2,0.6,1.95
83.0,0.29,152,200,2663,128.5,0.191,1.0
83.6,0.29,100,315,2060,120.0,0.191,3.73
101.18,0.45,105,315,2390,13.6,0.2,2.48
106.0,0.27,70,300,2060,125.7,0.6,0.42
37.2,0.35,150,305,2900,120.0,0.4,4.39
114.7,0.45,194,200,2663,99.0,0.169,0.53
80.5,0.46,152,582,2900,116.0,0.338,3.4
37.0,0.2,194,200,2390,118.0,0.6,3.31
110.2,0.21,70,582,2930,116.0,0.286,1.4
29.6,0.26,105,582,2930,13.6,0.4,4.6
83.6,0.2,194,762,2060,99.0,0.572,0.82
107.3,0.26,105,450,3732,13.6,0.3,0.91
109.8,0.19,100,305,2900,116.0,0.191,3.21
47.3,0.25,105,450,2390,118.0,1.27,0.51
36.6,0.46,152,457,2900,118.0,0.143,1.42
114.7,0.31,70,152,2930,128.5,0.9,2.98
78.0,0.21,100,305,2900,120.0,0.572,1.06
39.2,0.25,100,762,2663,125.7,0.572,3.17
37.0,0.34,105,315,2060,128.5,1.2,0.58
74.0,0.26,70,200,3732,13.6,0.072,2.09
114.7,0.27,105,200,230,13.6,0.143,0.54
37.0,0.27,150,450,2390,118.0,0.057,2.09
82.4,0.3,152,210,230,13.6,0.2,2.3
39.2,0.46,70,200,2060,116.0,0.169,1.43
77.9,0.45,100,305,2663,118.0,0.338,3.01
109.8,0.23,100,200,2900,128.5,0.4,0.4
114.7,0.34,150,300,2390,118.0,0.2,3.04
35.5,0.45,152,315,2390,116.0,1.27,3.21
37.0,0.25,100,305,2930,13.6,0.3,3.22
50.64,0.21,100,300,2930,128.5,0.191,3.17
119.3,0.33,100,457,3732,120.0,0.4,0.39
29.6,0.26,100,582,2663,115.2,0.572,3.4
102.2,0.46,194,450,2930,116.0,0.057,1.65
28.79,0.2,152,315,2900,118.0,0.143,4.78
101.18,0.28,70,210,2930,120.0,0.8,2.95
77.0,0.31,150,300,2663,116.0,0.9,0.38
77.0,0.31,152,450,3732,115.2,0.338,3.47
35.4,0.46,194,582,2060,128.5,0.507,0.47
109.8,0.46,150,200,2060,128.5,1.27,1.64
77.2,0.46,70,450,2663,120.0,1.2,0.71
104.5,0.29,100,762,2663,118.0,0.8,3.17
35.4,0.28,100,762,3732,118.0,0.095,0.88
83.6,0.24,70,762,2390,128.5,0.169,2.01
49.6,0.34,100,200,230,13.6,0.072,3.48
84.9,0.45,100,152,2900,13.6,0.095,0.46
28.79,0.33,105,457,2900,115.2,0.8,2.32
110.2,0.31,100,300,2930,99.0,2.56,1.45
51.1,0.31,152,305,2930,116.0,0.858,2.21
51.1,0.45,152,200,2390,99.0,0.858,0.88
83.0,0.29,152,457,2900,99.0,0.191,3.15
47.3,0.21,152,152,2060,120.0,0.8,1.58
28.79,0.33,100,210,2930,128.5,0.572,1.47
36.6,0.25,152,305,2663,116.0,0.3,2.3
47.3,0.23,100,305,2060,118.0,0.572,1.06
49.4,0.31,194,210,3732,115.2,0.191,0.37
77.9,0.25,194,450,2390,120.0,0.4,0.51
109.8,0.27,152,315,3732,128.5,0.507,3.22
85.9,0.29,150,582,2663,13.6,0.3,0.39
49.6,0.46,194,457,2930,99.0,0.858,0.95
102.0,0.25,152,210,3732,120.0,0.057,2.05
35.5,0.35,152,305,2060,116.0,0.2,1.64
101.18,0.25,152,210,2900,118.0,0.338,3.48
83.0,0.28,105,305,2390,13.6,0.4,0.54
110.2,0.26,105,200,3732,99.0,0.286,1.65
34.0,0.45,105,305,2900,116.0,0.4,1.47
43.0,0.23,70,300,2900,99.0,3.86,3.41
43.0,0.29,152,582,3732,116.0,0.191,1.43
43.0,0.46,152,200,2060,125.7,0.6,0.38
37.2,0.31,100,305,2060,13.6,0.143,1.71
109.8,0.34,100,457,2930,118.0,0.6,2.2
39.2,0.24,105,582,2900,118.0,0.057,0.63
29.6,0.3,100,457,2930,128.5,0.072,1.85
28.79,0.34,152,457,3732,115.2,0.858,0.39
28.79,0.35,152,457,2663,13.6,3.86,0.53
114.7,0.34,105,315,2930,125.7,0.143,1.0
37.2,0.31,105,152,2060,125.7,0.858,3.1
43.0,0.29,100,457,2900,116.0,0.6,1.95
102.2,0.24,105,762,2900,116.0,1.27,2.48
101.18,0.2,150,457,2663,120.0,0.2,0.53
49.4,0.2,152,582,2900,118.0,0.286,1.43
77.0,0.2,194,305,230,116.0,0.8,1.7
29.6,0.26,194,300,2390,116.0,0.572,3.37
35.5,0.21,70,582,2060,118.0,2.56,0.93
39.0,0.23,70,305,2663,116.0,1.2,1.09
101.18,0.31,105,762,2900,116.0,0.6,0.42
36.6,0.21,150,200,2060,116.0,0.8,3.5
35.4,0.33,100,152,2390,125.7,0.9,2.09
78.5,0.35,100,305,3732,115.2,0.143,0.93
109.8,0.26,100,200,2663,116.0,3.86,1.17
29.6,0.34,194,200,2390,115.2,1.2,1.78
50.64,0.46,105,457,2900,13.6,0.572,0.71
101.18,0.31,152,457,3732,115.2,1.27,1.48
50.64,0.23,152,152,2900,115.2,0.286,1.75
36.6,0.34,150,152,230,118.0,0.095,1.75
80.5,0.31,105,457,2900,128.5,0.191,0.6
104.5,0.28,152,457,2060,118.0,0.8,1.96
114.7,0.2,70,305,2900,99.0,0.169,1.0
46.43,0.27,70,315,2663,116.0,0.338,1.49
37.2,0.26,70,200,2930,13.6,0.6,1.88
82.4,0.23,100,152,2663,128.5,0.572,0.94
35.5,0.45,194,152,2930,99.0,0.057,2.01
83.6,0.35,105,152,2663,118.0,0.8,0.54
119.3,0.33,105,210,230,115.2,0.095,2.11
78.0,0.25,152,200,2930,99.0,0.286,2.05
55.2,0.21,194,315,2900,128.5,0.9,1.49
83.6,0.25,100,582,2390,128.5,0.9,1.49
119.3,0.23,152,305,2390,118.0,0.8,2.86
37.0,0.34,100,305,2060,115.2,1.27,1.63
107.3,0.45,105,210,2390,99.0,0.2,2.18
106.0,0.25,105,762,230,125.7,2.56,2.32
83.6,0.46,152,762,2663,118.0,0.072,1.67
55.2,0.26,70,210,2900,115.2,1.2,2.89
35.5,0.19,100,305,2900,116.0,0.4,2.47
39.0,0.35,105,210,3732,115.2,0.169,0.45
49.4,0.3,150,305,2900,13.6,0.338,2.09
78.5,0.28,100,152,2390,115.2,0.507,2.81
28.79,0.29,152,305,2060,116.0,0.095,0.45
46.43,0.23,100,300,3732,99.0,0.3,2.81
77.9,0.35,152,582,2060,125.7,0.057,1.61
49.6,0.19,70,450,2390,13.6,0.095,1.4
107.3,0.45,194,152,2663,115.2,0.2,4.6
78.0,0.24,105,457,2900,118.0,0.572,0.78
77.9,0.24,100,582,2060,125.7,0.143,1.71
57.5,0.21,100,457,2663,115.2,1.27,3.22
77.0,0.34,105,305,2390,116.0,0.2,3.15
77.2,0.25,100,210,2060,99.0,0.572,4.6
74.0,0.28,70,200,2060,125.7,0.338,2.89
29.6,0.2,105,582,2900,128.5,0.169,3.15
83.6,0.26,100,450,2390,125.7,1.2,1.64
39.2,0.27,105,762,2390,115.2,0.338,1.85
110.1,0.27,100,457,2663,120.0,0.6,1.88
36.6,0.21,100,210,2390,118.0,0.191,2.81
39.2,0.45,150,210,2900,128.5,0.572,3.1
49.4,0.19,194,762,2060,118.0,0.072,0.51
109.8,0.19,100,210,2060,120.0,0.4,1.29
104.5,0.35,100,152,2390,116.0,0.072,3.73
37.2,0.33,100,457,3732,118.0,1.2,0.71
82.4,0.35,100,300,2060,116.0,0.4,2.33
39.2,0.35,100,200,2900,118.0,0.6,3.22
49.6,0.3,100,300,2060,118.0,0.286,4.78
46.43,0.28,100,762,3732,125.7,0.4,0.36
34.0,0.29,105,582,2663,120.0,0.286,1.61
101.18,0.45,194,200,2930,128.5,0.572,0.4
57.5,0.28,150,305,3732,13.6,0.286,3.15
102.0,0.2,105,582,3732,120.0,3.86,2.6
83.0,0.26,152,300,2663,115.2,0.143,2.2
84.9,0.26,100,210,2900,125.7,0.286,1.96
51.1,0.35,100,315,3732,99.0,2.56,1.89
46.43,0.29,194,582,2663,13.6,0.6,2.31
37.0,0.45,152,210,3732,13.6,0.4,0.39
104.5,0.25,105,210,230,118.0,0.8,0.63
47.3,0.46,194,300,2663,128.5,0.286,2.96
100.0,0.3,194,300,2930,115.2,0.095,2.32
107.3,0.3,150,200,2060,128.5,0.191,1.78
39.2,0.45,152,152,2663,118.0,0.191,0.52
39.2,0.26,152,457,230,118.0,0.3,2.32
47.3,0.28,105,315,2900,116.0,0.338,1.58
37.2,0.21,100,762,2663,118.0,0.507,2.09
79.6,0.27,100,762,2060,125.7,0.169,2.47
28.79,0.24,194,582,2060,118.0,0.8,0.57
119.3,0.46,150,200,3732,125.7,0.338,2.07
49.4,0.45,152,300,2900,13.6,0.191,3.73
29.6,0.34,194,582,3732,128.5,1.2,2.81
77.2,0.27,150,300,2390,120.0,0.4,0.42
36.6,0.35,152,582,2930,13.6,0.143,0.6
110.1,0.35,152,200,2060,125.7,1.2,1.56
101.18,0.26,100,457,2390,13.6,0.4,2.32
82.4,0.31,70,300,3732,116.0,0.191,2.34
83.6,0.25,100,457,3732,116.0,0.6,0.45
82.4,0.25,194,200,3732,118.0,0.286,1.95
28.79,0.31,152,300,2900,118.0,1.2,4.6
102.2,0.3,150,582,230,120.0,0.2,3.21
57.5,0.3,194,305,2060,125.7,1.2,2.01
109.8,0.25,105,200,2663,115.2,1.27,3.8
37.0,0.25,152,582,2060,128.5,0.858,4.39
77.0,0.29,105,762,230,120.0,0.8,1.06
47.3,0.21,194,457,2060,99.0,0.3,0.95
102.0,0.21,150,300,2663,115.2,1.2,3.73
50.64,0.3,100,152,3732,118.0,0.4,0.89
49.6,0.21,100,450,2930,116.0,0.2,0.91
78.5,0.46,152,305,2060,115.2,0.858,3.04
